background,1,1,emblem_bg_default,EM_BG_DEFAULT,0,0,0,0,general,,,
icon,140,140,em_shape_diamond_half,MP_EMBLEM_EDITOR_SHAPE_HALF_DIAMOND,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,141,141,em_shape_odd_001,MP_EMBLEM_EDITOR_SHAPE_GOLF_FLAG,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,142,142,em_shape_odd_002,MP_EMBLEM_EDITOR_SHAPE_TONGUE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,143,143,em_shape_odd_003,MP_EMBLEM_EDITOR_SHAPE_BROKEN_COLUMN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,144,144,em_shape_odd_004,MP_EMBLEM_EDITOR_SHAPE_VISOR,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,145,145,em_shape_odd_005,MP_EMBLEM_EDITOR_SHAPE_BONE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,146,146,em_shape_odd_006,MP_EMBLEM_EDITOR_SHAPE_ARMCHAIR,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,147,147,em_shape_odd_007,MP_EMBLEM_EDITOR_SHAPE_OVEN_MITT,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,148,148,em_shape_odd_008,MP_EMBLEM_EDITOR_SHAPE_WIND_SOCK,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,149,149,em_shape_odd_009,MP_EMBLEM_EDITOR_SHAPE_PODIUM,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,150,150,em_shape_odd_010,MP_EMBLEM_EDITOR_SHAPE_PIE_SLICE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,151,151,em_shape_odd_011,MP_EMBLEM_EDITOR_SHAPE_FLASHLIGHT,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,152,152,em_shape_odd_012,MP_EMBLEM_EDITOR_SHAPE_SCOOP,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,153,153,em_shape_odd_013,MP_EMBLEM_EDITOR_SHAPE_FLAG_BREEZE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,154,154,em_shape_odd_014,MP_EMBLEM_EDITOR_SHAPE_FLAG_NO_WIND,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,155,155,em_shape_odd_015,MP_EMBLEM_EDITOR_SHAPE_FEDORA,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,156,156,em_shape_odd_016,MP_EMBLEM_EDITOR_SHAPE_AXE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,157,157,em_shape_odd_017,MP_EMBLEM_EDITOR_SHAPE_ROCK,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,158,158,em_shape_odd_018,MP_EMBLEM_EDITOR_SHAPE_BIKE_RAMP,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,159,159,em_shape_odd_019,MP_EMBLEM_EDITOR_SHAPE_HALF_COLUMN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,160,160,em_shape_odd_020,MP_EMBLEM_EDITOR_SHAPE_ROCK_SHADOW,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,161,161,em_shape_odd_021,MP_EMBLEM_EDITOR_SHAPE_MONOLITH,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,162,162,em_shape_odd_022,MP_EMBLEM_EDITOR_SHAPE_TOP_HAT,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,163,163,em_shape_odd_023,MP_EMBLEM_EDITOR_SHAPE_IGLOO,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,164,164,em_shape_odd_024,MP_EMBLEM_EDITOR_SHAPE_MANE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,165,165,em_shape_odd_025,MP_EMBLEM_EDITOR_SHAPE_SWOOP,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,166,166,em_shape_odd_026,MP_EMBLEM_EDITOR_SHAPE_SHIELD_SYMBOL,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,167,167,em_shape_odd_027,MP_EMBLEM_EDITOR_SHAPE_PAINT_SPLASH,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,168,168,em_shape_odd_028,MP_EMBLEM_EDITOR_SHAPE_HALF_HEART,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,169,169,em_shape_odd_029,MP_EMBLEM_EDITOR_SHAPE_CONE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,170,170,em_shape_odd_030,MP_EMBLEM_EDITOR_SHAPE_THIMBLE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,171,171,em_shape_odd_031,MP_EMBLEM_EDITOR_SHAPE_KISS,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,172,172,em_shape_odd_032,MP_EMBLEM_EDITOR_SHAPE_NOSE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,173,173,em_icon_weapon_ake_mpl,MP_EMBLEM_EDITOR_SHAPE_QUARTER_EGG,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,FALSE
icon,174,174,em_shape_odd_034,MP_EMBLEM_EDITOR_SHAPE_EGG,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,175,175,em_icon_weapon_ake_mpl,MP_EMBLEM_EDITOR_SHAPE_ISLAND,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,FALSE
icon,176,176,em_icon_weapon_ake_mpl,MP_EMBLEM_EDITOR_SHAPE_ARM,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,FALSE
icon,177,177,em_icon_weapon_ake_mpl,MP_EMBLEM_EDITOR_SHAPE_VASE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,FALSE
icon,178,178,em_shape_odd_038,MP_EMBLEM_EDITOR_SHAPE_PILLOW,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,179,179,em_shape_scribble,MP_EMBLEM_EDITOR_SHAPE_SCRIBBLE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,180,180,em_shape_square_rounded,MP_EMBLEM_EDITOR_SHAPE_ROUNDED_SQUARE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,181,181,em_shape_star_01,MP_EMBLEM_EDITOR_SHAPE_NINJA_STAR,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,182,182,em_shape_star_01_half,MP_EMBLEM_EDITOR_SHAPE_HALF_NINJA_STAR,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,183,183,em_shape_star_02,MP_EMBLEM_EDITOR_SHAPE_SHURIKEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,184,184,em_shape_star_02_half,MP_EMBLEM_EDITOR_SHAPE_HALF_SHURIKEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,185,185,em_shape_star_03,MP_EMBLEM_EDITOR_SHAPE_SUN_STAR,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,186,186,em_shape_star_03_half,MP_EMBLEM_EDITOR_SHAPE_HALF_SUN_STAR,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,187,187,em_shape_trap,MP_EMBLEM_EDITOR_SHAPE_TRAPEZIUM,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,188,188,em_shape_triangle_rounded,MP_EMBLEM_EDITOR_SHAPE_ROUNDED_TRIANGLE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,189,189,em_shape_tube,MP_EMBLEM_EDITOR_SHAPE_TUBE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,TRUE
icon,190,190,em_icon_weapon_ake_mpl,MP_EMBLEM_EDITOR_SHAPE_HALF_TUBE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_SYMBOLS,general,0.35,FALSE
icon,198,198,em_icon_rank_01,MP_EMBLEM_EDITOR_RANK_ONE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,199,199,em_icon_rank_02,MP_EMBLEM_EDITOR_RANK_TWO,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,200,200,em_icon_rank_03,MP_EMBLEM_EDITOR_RANK_THREE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,201,201,em_icon_rank_04,MP_EMBLEM_EDITOR_RANK_FOUR,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,202,202,em_icon_rank_05,MP_EMBLEM_EDITOR_RANK_FIVE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,203,203,em_icon_rank_06,MP_EMBLEM_EDITOR_RANK_SIX,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,204,204,em_icon_rank_07,MP_EMBLEM_EDITOR_RANK_SEVEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,205,205,em_icon_rank_08,MP_EMBLEM_EDITOR_RANK_EIGHT,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,206,206,em_icon_rank_09,MP_EMBLEM_EDITOR_RANK_NINE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,208,208,em_icon_rank_10,MP_EMBLEM_EDITOR_RANK_TEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,209,209,em_icon_rank_11,MP_EMBLEM_EDITOR_RANK_ELEVEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,212,212,em_icon_rank_12,MP_EMBLEM_EDITOR_RANK_TWELVE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,213,213,em_icon_rank_13,MP_EMBLEM_EDITOR_RANK_THIRTEEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,214,214,em_icon_rank_14,MP_EMBLEM_EDITOR_RANK_FOURTEEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,215,215,em_icon_rank_15,MP_EMBLEM_EDITOR_RANK_FIFTEEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,216,216,em_icon_rank_16,MP_EMBLEM_EDITOR_RANK_SIXTEEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,217,217,em_type_letter_a,MP_EMBLEM_EDITOR_TYPE_LETTER_A,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,218,218,em_type_letter_b,MP_EMBLEM_EDITOR_TYPE_LETTER_B,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,219,219,em_type_letter_c,MP_EMBLEM_EDITOR_TYPE_LETTER_C,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,220,220,em_type_letter_d,MP_EMBLEM_EDITOR_TYPE_LETTER_D,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,221,221,em_type_letter_e,MP_EMBLEM_EDITOR_TYPE_LETTER_E,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,222,222,em_type_letter_f,MP_EMBLEM_EDITOR_TYPE_LETTER_F,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,223,223,em_type_letter_g,MP_EMBLEM_EDITOR_TYPE_LETTER_G,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,224,224,em_type_letter_h,MP_EMBLEM_EDITOR_TYPE_LETTER_H,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,225,225,em_type_letter_i,MP_EMBLEM_EDITOR_TYPE_LETTER_I,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,226,226,em_type_letter_j,MP_EMBLEM_EDITOR_TYPE_LETTER_J,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,227,227,em_type_letter_k,MP_EMBLEM_EDITOR_TYPE_LETTER_K,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,228,228,em_type_letter_l,MP_EMBLEM_EDITOR_TYPE_LETTER_L,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,229,229,em_type_letter_m,MP_EMBLEM_EDITOR_TYPE_LETTER_M,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,230,230,em_type_letter_n,MP_EMBLEM_EDITOR_TYPE_LETTER_N,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,231,231,em_type_letter_o,MP_EMBLEM_EDITOR_TYPE_LETTER_O,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,232,232,em_type_letter_p,MP_EMBLEM_EDITOR_TYPE_LETTER_P,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,233,233,em_type_letter_q,MP_EMBLEM_EDITOR_TYPE_LETTER_Q,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,234,234,em_type_letter_r,MP_EMBLEM_EDITOR_TYPE_LETTER_R,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,235,235,em_type_letter_s,MP_EMBLEM_EDITOR_TYPE_LETTER_S,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,236,236,em_type_letter_t,MP_EMBLEM_EDITOR_TYPE_LETTER_T,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,237,237,em_type_letter_u,MP_EMBLEM_EDITOR_TYPE_LETTER_U,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,238,238,em_type_letter_v,MP_EMBLEM_EDITOR_TYPE_LETTER_V,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,239,239,em_type_letter_w,MP_EMBLEM_EDITOR_TYPE_LETTER_W,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,240,240,em_type_letter_x,MP_EMBLEM_EDITOR_TYPE_LETTER_X,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,241,241,em_type_letter_y,MP_EMBLEM_EDITOR_TYPE_LETTER_Y,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,242,242,em_type_letter_z,MP_EMBLEM_EDITOR_TYPE_LETTER_Z,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,243,243,em_type_num_0,MP_EMBLEM_EDITOR_TYPE_ZERO,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,244,244,em_type_num_1,MP_EMBLEM_EDITOR_TYPE_ONE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,245,245,em_type_num_2,MP_EMBLEM_EDITOR_TYPE_TWO,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,246,246,em_type_num_3,MP_EMBLEM_EDITOR_TYPE_THREE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,247,247,em_type_num_4,MP_EMBLEM_EDITOR_TYPE_FOUR,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,248,248,em_type_num_5,MP_EMBLEM_EDITOR_TYPE_FIVE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,249,249,em_type_num_6,MP_EMBLEM_EDITOR_TYPE_SIX,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,250,250,em_type_num_7,MP_EMBLEM_EDITOR_TYPE_SEVEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,251,251,em_type_num_8,MP_EMBLEM_EDITOR_TYPE_EIGHT,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,252,252,em_type_num_9,MP_EMBLEM_EDITOR_TYPE_NINE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ALPHAS,general,0.35,TRUE
icon,253,253,em_icon_lethal_explodingdrone,MP_EMBLEM_EDITOR_WEAPON_EXPLODING_DRONE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_WEAPONS,general,0.35,TRUE
icon,254,254,em_icon_lethal_flechette,MP_EMBLEM_EDITOR_WEAPON_FLECHETTE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_WEAPONS,general,0.35,TRUE
icon,255,255,em_icon_lethal_plasma,MP_EMBLEM_EDITOR_WEAPON_PLASMA_GRENADE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_WEAPONS,general,0.35,TRUE
icon,256,256,em_icon_lethal_seeker,MP_EMBLEM_EDITOR_WEAPON_SEEKER,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_WEAPONS,general,0.35,TRUE
icon,258,258,em_icon_rank_17,MP_EMBLEM_EDITOR_RANK_SEVENTEEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,259,259,em_icon_rank_18,MP_EMBLEM_EDITOR_RANK_EIGHTEEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,260,260,em_icon_rank_19,MP_EMBLEM_EDITOR_RANK_NINETEEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,261,261,em_icon_rank_20,MP_EMBLEM_EDITOR_RANK_TWENTY,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,262,262,em_icon_rank_21,MP_EMBLEM_EDITOR_RANK_TWENTY_ONE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_RANKS,general,0.35,TRUE
icon,263,263,em_icon_lethal_tar,MP_EMBLEM_EDITOR_ICON_TAR,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_WEAPONS,general,0.35,TRUE
icon,264,264,em_icon_tactical_blackout,MP_EMBLEM_EDITOR_ICON_BLACKOUT,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_WEAPONS,general,0.35,TRUE
icon,265,265,em_icon_tactical_domeshield,MP_EMBLEM_EDITOR_ICON_DOME_SHIELD,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_WEAPONS,general,0.35,TRUE
icon,266,266,em_icon_tactical_jammer,MP_EMBLEM_EDITOR_ICON_JAMMER,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_WEAPONS,general,0.35,TRUE
icon,267,267,em_icon_tactical_personalradar,MP_EMBLEM_EDITOR_ICON_RADAR,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_WEAPONS,general,0.35,TRUE
icon,268,268,em_icon_tactical_smoke,MP_EMBLEM_EDITOR_ICON_SMOKE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_WEAPONS,general,0.35,TRUE
icon,269,269,em_icon_killstreak_apex,MP_EMBLEM_EDITOR_ICON_APEX_OUTLINE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,270,270,em_icon_killstreak_uav,MP_EMBLEM_EDITOR_ICON_UAV_OUTLINE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,271,271,em_icon_killstreak_bombardment,MP_EMBLEM_EDITOR_ICON_BOMBARDMENT,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,272,272,em_icon_killstreak_c8,MP_EMBLEM_EDITOR_ICON_C8,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,273,273,em_icon_killstreak_cuav,MP_EMBLEM_EDITOR_ICON_COUNTER_UAV_OUTLINE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,274,274,em_icon_killstreak_dronepackage,MP_EMBLEM_EDITOR_ICON_DRONE_OUTLINE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,275,275,em_icon_killstreak_microturret,MP_EMBLEM_EDITOR_ICON_MICRO_TURRET,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,276,276,em_icon_killstreak_scorcher,MP_EMBLEM_EDITOR_ICON_SCORCHER_OUTLINE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,277,277,em_icon_killstreak_shocksentry,MP_EMBLEM_EDITOR_ICON_SHOCK_OUTLINE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,278,278,em_icon_killstreak_supertrophy,MP_EMBLEM_EDITOR_ICON_SUPER_TROPHY,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,279,279,em_icon_killstreak_thor,MP_EMBLEM_EDITOR_ICON_THOR_OUTLINE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,280,281,em_icon_killstreak_venom,MP_EMBLEM_EDITOR_ICON_VENOM_OUTLINE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,281,282,em_icon_killstreak_vulture,MP_EMBLEM_EDITOR_ICON_VULTURE_OL,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,282,283,em_icon_killstreak_warden,MP_EMBLEM_EDITOR_ICON_WARDEN_OUTLINE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,283,284,em_icon_iw_killstreak_advanceuav2,MP_EMBLEM_EDITOR_ICON_ADVANCED_UAV,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,284,285,em_icon_iw_killstreak_apex2,MP_EMBLEM_EDITOR_ICON_APEX,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,285,286,em_icon_iw_killstreak_counteruav2,MP_EMBLEM_EDITOR_ICON_COUNTER_UAV,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,286,287,em_icon_iw_killstreak_dronepackage2,MP_EMBLEM_EDITOR_ICON_DRONE_PACKAGE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,287,288,em_icon_iw_killstreak_dropship2,MP_EMBLEM_EDITOR_ICON_WARDEN,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,288,289,em_icon_iw_killstreak_rc82,MP_EMBLEM_EDITOR_ICON_RC82,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,289,290,em_icon_iw_killstreak_scarab2,MP_EMBLEM_EDITOR_ICON_SCARAB,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,290,291,em_icon_iw_killstreak_scorcher2,MP_EMBLEM_EDITOR_ICON_SCORCHER,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,291,292,em_icon_iw_killstreak_sentryturret2,MP_EMBLEM_EDITOR_ICON_VULTURE,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,292,293,em_icon_iw_killstreak_shocksentry2,MP_EMBLEM_EDITOR_ICON_SENTRY,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
icon,293,294,em_icon_iw_killstreak_thor2,MP_EMBLEM_EDITOR_ICON_THOR,0,0,0,0,MP_EMBLEM_EDITOR_DECAL_TAB_ICONS,general,0.35,TRUE
