100,,barrel,ATTACHMENTS_BARREL_RANGE,barrelrange,barrelrange,attachment_icon_slot_riflebarrel,ATTACHMENTS_DESC_BARREL_RANGE,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,10,0,0,regular|hardened|veteran,attachment_icon_showcase_riflebarrel
101,,barrel,ATTACHMENTS_BARREL_RANGE,barrelrangesmg,barrelrange,attachment_icon_slot_riflebarrel,ATTACHMENTS_DESC_BARREL_RANGE,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,10,0,0,regular|hardened|veteran,attachment_icon_showcase_riflebarrel
102,,barrel,ATTACHMENTS_BARREL_RANGE,barrelrangepstl,barrelrange,attachment_icon_slot_riflebarrel,ATTACHMENTS_DESC_BARREL_RANGE,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,10,0,0,regular|hardened|veteran,attachment_icon_showcase_riflebarrel
103,,barrel,ATTACHMENTS_BARREL_RANGE,barrelrangeshtgn,barrelrange,attachment_icon_slot_riflebarrel,ATTACHMENTS_DESC_BARREL_RANGE,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,10,0,0,regular|hardened|veteran,attachment_icon_showcase_riflebarrel
104,,barrel,ATTACHMENTS_BARREL_RANGE,barrelrangedmr,barrelrange,attachment_icon_slot_riflebarrel,ATTACHMENTS_DESC_BARREL_RANGE_SONIC,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,10,0,0,regular|hardened|veteran,attachment_icon_showcase_riflebarrel
105,,barrel,ATTACHMENTS_BARREL_RANGE_ENERGY,barrelrangesmge,barrelrange,attachment_icon_slot_particleboost,ATTACHMENTS_DESC_BARREL_RANGE_ENERGY,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,10,0,0,regular|hardened|veteran,attachment_icon_showcase_particleboost
106,,barrel,ATTACHMENTS_BARREL_RANGE_ENERGY,barrelrangee,barrelrange,attachment_icon_slot_particleboost,ATTACHMENTS_DESC_BARREL_RANGE_ENERGY,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,10,0,0,regular|hardened|veteran,attachment_icon_showcase_particleboost
107,,barrel,ATTACHMENTS_BARREL_RANGE_ENERGY,barrelrangeesdfar,barrelrange,attachment_icon_slot_particleboost,ATTACHMENTS_DESC_BARREL_RANGE_ENERGY,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,10,0,0,regular|hardened|veteran,attachment_icon_showcase_particleboost
108,,barrel,ATTACHMENTS_BARREL_RANGE_ENERGY,barrelrangepstle,barrelrange,attachment_icon_slot_particleboost,ATTACHMENTS_DESC_BARREL_RANGE_ENERGY,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,10,0,0,regular|hardened|veteran,attachment_icon_showcase_particleboost
109,,barrel,ATTACHMENTS_BARREL_RANGE_ENERGY,barrelrangeshtgne,barrelrange,attachment_icon_slot_particleboost,ATTACHMENTS_DESC_BARREL_RANGE_ENERGY,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,10,0,0,regular|hardened|veteran,attachment_icon_showcase_particleboost
110,,barrel,ATTACHMENTS_BARREL_RANGE_SONIC,barrelrangeshtgns,barrelrange,attachment_icon_slot_speakeramp,ATTACHMENTS_DESC_BARREL_RANGE_SONIC,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,10,0,0,regular|hardened|veteran,attachment_icon_showcase_speakeramp
111,,undermount,ATTACHMENTS_GRIP,grip,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
112,,undermount,ATTACHMENTS_GRIP,grip_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
113,,undermount,ATTACHMENTS_GRIP,griphide_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
114,,undermount,ATTACHMENTS_GRIP,gripake_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
115,,undermount,ATTACHMENTS_GRIP,gripar57_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
116,,undermount,ATTACHMENTS_GRIP,gripm4_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
117,,undermount,ATTACHMENTS_GRIP,gripsdfar_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
118,,undermount,ATTACHMENTS_GRIP,gripcrbl_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
119,,undermount,ATTACHMENTS_GRIP,gripripperr_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
120,,undermount,ATTACHMENTS_GRIP,gripripperl_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
121,,undermount,ATTACHMENTS_GRIP,gripump45_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
122,,undermount,ATTACHMENTS_GRIP,gripump45r_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
123,,undermount,ATTACHMENTS_GRIP,gripump45l_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
124,,undermount,ATTACHMENTS_GRIP,gripsnpr_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
125,,undermount,ATTACHMENTS_GRIP,gripfmg_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
126,,undermount,ATTACHMENTS_GRIP,gripshtgn_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
127,,undermount,ATTACHMENTS_GRIP,gripsdfshotty_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
128,,undermount,ATTACHMENTS_GRIP,gripsdfshottyr_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
129,,undermount,ATTACHMENTS_GRIP,gripsdfshottyl_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
130,,undermount,ATTACHMENTS_GRIP,gripdevastator_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
131,,undermount,ATTACHMENTS_GRIP,gripspas_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
132,,undermount,ATTACHMENTS_CPU,cpu,cpu,attachment_icon_slot_ballisticcpu,ATTACHMENTS_DESC_CPU,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_ballisticcpu
133,,undermount,ATTACHMENTS_GRENADE_LAUNCHER,gl,gl,,ATTACHMENTS_GRENADE_LAUNCHER_ATTACHMENT2,,,,FALSE,,,0,0,0,0,0,veteran,
134,,undermount,ATTACHMENTS_AKIMBO,akimbo,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
135,,undermount,ATTACHMENTS_AKIMBO,akimboemc,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
136,,undermount,ATTACHMENTS_AKIMBO,akimbonrg,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
137,,undermount,ATTACHMENTS_AKIMBO,akimbonrg_charge,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
138,,undermount,ATTACHMENTS_AKIMBO,akimbonrgmpl,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
139,,undermount,ATTACHMENTS_AKIMBO,akimbog18,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
140,,undermount,ATTACHMENTS_AKIMBO,akimbog18c,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
141,,undermount,ATTACHMENTS_AKIMBO,akimborevolver,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
142,,undermount,ATTACHMENTS_AKIMBO,akimbofmg,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
143,,undermount,ATTACHMENTS_AKIMBO,akimboarmmgs,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
144,,undermount,ATTACHMENTS_SHOTGUN,shotgun,shotgun,,ATTACHMENTS_DESC_SHOTGUN,PERKS_SHOTGUN,,,FALSE,,,0,0,0,0,0,veteran,
145,,undermount,ATTACHMENTS_SHOTGUN,shotgunerad,shotgun,,ATTACHMENTS_DESC_SHOTGUN,PERKS_SHOTGUN,,,FALSE,,,0,10,0,0,0,veteran,
146,,unique,ATTACHMENTS_FMJ,fmj,fmj,attachment_icon_slot_armorpiercing,ATTACHMENTS_DESC_FMJ,,,,FALSE,,,0,7,0,0,0,hardened|veteran,attachment_icon_showcase_armorpiercing
147,,unique,ATTACHMENTS_REFLECT,reflect,reflect,attachment_icon_slot_ricochet,ATTACHMENTS_DESC_REFLECT,,,,FALSE,,,0,7,0,0,0,hardened|veteran,attachment_icon_showcase_ricochet
148,,unique,ATTACHMENTS_ROF,rof,rof,weapon_rapidfire_sm,ATTACHMENTS_DESC_ROF,,,,FALSE,,,-7,0,0,10,0,hardened|veteran,rapid_fire_360
149,,unique,ATTACHMENTS_ROF,rofar,rof,weapon_rapidfire_sm,ATTACHMENTS_DESC_ROF,,,,FALSE,,,-7,0,0,5,0,hardened|veteran,rapid_fire_360
150,,unique,ATTACHMENTS_ROF,rofshtgn,rof,weapon_rapidfire_sm,ATTACHMENTS_DESC_ROF,,,,FALSE,,,-7,0,0,4,0,hardened|veteran,rapid_fire_360
151,,unique,ATTACHMENTS_ROF,roflmg,rof,weapon_rapidfire_sm,ATTACHMENTS_DESC_ROF,,,,FALSE,,,-7,0,0,5,0,hardened|veteran,rapid_fire_360
152,,unique,ATTACHMENTS_ROF,rofdmr,rof,weapon_rapidfire_sm,ATTACHMENTS_DESC_ROF,,,,FALSE,,,-7,0,0,4,0,hardened|veteran,rapid_fire_360
153,,unique,ATTACHMENTS_ROF,rofsnpr,rof,weapon_rapidfire_sm,ATTACHMENTS_DESC_ROF,,,,FALSE,,,-7,0,0,10,0,hardened|veteran,rapid_fire_360
154,,unique,ATTACHMENTS_ROF,rofsnprbolt,rof,weapon_rapidfire_sm,ATTACHMENTS_DESC_ROF,,,,FALSE,,,-7,0,0,3,0,hardened|veteran,rapid_fire_360
155,,unique,ATTACHMENTS_ROF,rofburst,rof,weapon_rapidfire_sm,ATTACHMENTS_DESC_ROF_BURST,,,,FALSE,,,-7,0,0,4,0,hardened|veteran,rapid_fire_360
156,,unique,ATTACHMENTS_XMAGS,xmags,xmags,attachment_icon_slot_extendedmags,ATTACHMENTS_DESC_XMAGS,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_extendedmags
157,,unique,ATTACHMENTS_XMAGS_ENERGY,xmagse,xmagse,attachment_icon_slot_recharge,ATTACHMENTS_DESC_XMAGS_ENERGY,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_recharge
158,,unique,ATTACHMENTS_XMAGS_ENERGY,xmagsefmg,xmagse,attachment_icon_slot_recharge,ATTACHMENTS_DESC_XMAGS_ENERGY,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_recharge
159,,unique,ATTACHMENTS_XMAGS_ENERGY,xmagsepstl,xmagse,attachment_icon_slot_recharge,ATTACHMENTS_DESC_XMAGS_ENERGY,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_recharge
160,,unique,ATTACHMENTS_XMAGS_ENERGY,xmagsenrg,xmagse,attachment_icon_slot_recharge,ATTACHMENTS_DESC_XMAGS_ENERGY,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_recharge
161,,unique,ATTACHMENTS_XMAGS_ENERGY,xmagselmg,xmagse,attachment_icon_slot_recharge,ATTACHMENTS_DESC_XMAGS_ENERGY,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_recharge
162,,unique,ATTACHMENTS_XMAGS_ENERGY,xmagseshtgn,xmagse,attachment_icon_slot_recharge,ATTACHMENTS_DESC_XMAGS_ENERGY,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_recharge
163,,unique,ATTACHMENTS_XMAGS_ENERGY,xmagseshtgnpump,xmagse,attachment_icon_slot_recharge,ATTACHMENTS_DESC_XMAGS_ENERGY,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_recharge
164,,unique,ATTACHMENTS_XMAGS_SONIC,xmagss,xmags,attachment_icon_slot_recharge,ATTACHMENTS_DESC_XMAGS_SONIC,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_recharge
165,,unique,ATTACHMENTS_FAST_AIM,fastaim,fastaim,attachment_icon_slot_quickdraw,ATTACHMENTS_DESC_FAST_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,2,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_quickdraw
166,,unique,ATTACHMENTS_FAST_AIM,fastaimsnpr,fastaim,attachment_icon_slot_quickdraw,ATTACHMENTS_DESC_FAST_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,2,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_quickdraw
167,,unique,ATTACHMENTS_FAST_AIM,fastaimdmr,fastaim,attachment_icon_slot_quickdraw,ATTACHMENTS_DESC_FAST_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,2,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_quickdraw
168,,unique,ATTACHMENTS_HIP_AIM,hipaim,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
169,,unique,ATTACHMENTS_HIP_AIM,hipaimmauler_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
170,,unique,ATTACHMENTS_HIP_AIM,hipaimspas_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
171,,unique,ATTACHMENTS_HIP_AIM,hipaimake_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
172,,unique,ATTACHMENTS_HIP_AIM,hipaimar57_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
173,,unique,ATTACHMENTS_HIP_AIM,hipaimar57l_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
174,,unique,ATTACHMENTS_HIP_AIM,hipaimfmg_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
175,,unique,ATTACHMENTS_HIP_AIM,hipaimfmgl_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
176,,unique,ATTACHMENTS_HIP_AIM,hipaimcrb_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
177,,unique,ATTACHMENTS_HIP_AIM,hipaimcrbr_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
178,,unique,ATTACHMENTS_HIP_AIM,hipaimlmg03_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
179,,unique,ATTACHMENTS_HIP_AIM,hipaimsdfar_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
180,,unique,ATTACHMENTS_HIP_AIM,hipaimsdfarl_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
181,,unique,ATTACHMENTS_HIP_AIM,hipaimripper_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
182,,unique,ATTACHMENTS_HIP_AIM,hipaimsdflmg_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
183,,unique,ATTACHMENTS_HIP_AIM,hipaimsdfshotty_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
184,,unique,ATTACHMENTS_HIP_AIM,hipaimsdfshottyr_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
185,,unique,ATTACHMENTS_HIP_AIM,hipaimsonic_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
186,,unique,ATTACHMENTS_HIP_AIM,hipaimump45_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
187,,unique,ATTACHMENTS_HIP_AIM,hipaimump45c_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
188,,unique,ATTACHMENTS_HIP_AIM,hipaimump45r_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
189,,unique,ATTACHMENTS_HIP_AIM,hipaimump45l_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
190,,unique,ATTACHMENTS_HIP_AIM,hipaimm1c_camo,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
191,,unique,ATTACHMENTS_STOCK,stock,stock,attachment_icon_slot_stock,ATTACHMENTS_DESC_STOCK,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,0,0,5,regular|hardened|veteran,attachment_icon_showcase_stock
192,,unique,ATTACHMENTS_STOCK,stockdmr,stock,attachment_icon_slot_stock,ATTACHMENTS_DESC_STOCK,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,0,0,5,regular|hardened|veteran,attachment_icon_showcase_stock
193,,unique,ATTACHMENTS_STOCK,stocklmg,stock,attachment_icon_slot_stock,ATTACHMENTS_DESC_STOCK,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,0,0,5,regular|hardened|veteran,attachment_icon_showcase_stock
194,,unique,ATTACHMENTS_STOCK,stockpstl,stock,attachment_icon_slot_stock,ATTACHMENTS_DESC_STOCK,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,0,0,5,regular|hardened|veteran,attachment_icon_showcase_stock
195,,unique,ATTACHMENTS_STOCK,stockshtgn,stock,attachment_icon_slot_stock,ATTACHMENTS_DESC_STOCK,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,0,0,5,regular|hardened|veteran,attachment_icon_showcase_stock
196,,unique,ATTACHMENTS_STOCK,stocksmg,stock,attachment_icon_slot_stock,ATTACHMENTS_DESC_STOCK,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,0,0,5,regular|hardened|veteran,attachment_icon_showcase_stock
197,,unique,ATTACHMENTS_STOCK,stocksnpr,stock,attachment_icon_slot_stock,ATTACHMENTS_DESC_STOCK,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,0,0,3,regular|hardened|veteran,attachment_icon_showcase_stock
198,,unique,ATTACHMENTS_FIRE_TYPE_AUTO,firetypeauto,firetypeauto,attachment_icon_slot_automaticfire,ATTACHMENTS_DESC_FIRE_TYPE_AUTO,,,,FALSE,,,-3,0,0,10,0,regular|hardened|veteran,attachment_icon_showcase_automaticfire
199,,unique,ATTACHMENTS_FIRE_TYPE_AUTO,firetypeautoe,firetypeauto,attachment_icon_slot_automaticfire,ATTACHMENTS_DESC_FIRE_TYPE_AUTO_ENERGY,,,,FALSE,,,-3,0,0,10,0,regular|hardened|veteran,attachment_icon_showcase_automaticfire
200,,unique,ATTACHMENTS_HIGH_CALIBER,highcal,highcal,attachment_icon_slot_highcaliber,ATTACHMENTS_DESC_HIGH_CALIBER,,,,FALSE,,,0,7,0,0,0,regular|hardened|veteran,attachment_icon_showcase_highcaliber
201,,unique,ATTACHMENTS_HIGH_CALIBER,highcalm1c,highcal,attachment_icon_slot_highcaliber,ATTACHMENTS_DESC_HIGH_CALIBER,,,,FALSE,,,0,7,0,0,0,regular|hardened|veteran,attachment_icon_showcase_highcaliber
202,,unique,ATTACHMENTS_HIGH_CALIBER_ENERGY,highcale,highcal,attachment_icon_slot_overload,ATTACHMENTS_DESC_HIGH_CALIBER_ENERGY,,,,FALSE,,,0,7,0,0,0,regular|hardened|veteran,attachment_icon_showcase_overload
